Student,Subject,Evaluation_Type,Evaluation_Name,Exercise_Name,Grade
Charlie Beige,Computer Science,PRACTICAL_WORK,TP3,Ej1,5
Hank Davis,Geography,PRACTICAL_WORK,TP1,Ej1,1
Eve Johnson,Mathematics,PRACTICAL_WORK,TP2,Ej3,3
Sam Blue,Biology,WRITTEN_EXAM,Segundo Parcial,Ej5,0
Liam Purple,Computer Science,PRACTICAL_WORK,TP3,Ej1,2
Paul Cyan,Statistics,WRITTEN_EXAM,Examen Final,Ej1,6
Frank Orange,Physics,PRACTICAL_WORK,TP2,Ej4,1
Ivy Brown,Sociology,ORAL_EXAM,Primer Parcial,Ej1,6
Alice Pink,Physics,WRITTEN_EXAM,Primer Parcial,Ej5,9
Frank Azure,English,WRITTEN_EXAM,Segundo Parcial,Ej20,9
Bob White,Mathematics,PRACTICAL_WORK,TP1,Ej3,8
Rita Black,Psychology,ORAL_EXAM,Primer Parcial,Ej1,7
Mona Violet,English,WRITTEN_EXAM,Primer Parcial,Ej2,1
Dana Azure,English,WRITTEN_EXAM,Primer Parcial,Ej10,8
Paul Purple,Physics,WRITTEN_EXAM,Examen Final,Ej5,4
Frank Davis,Chemistry,WRITTEN_EXAM,Examen Final,Ej4,1
Liam Indigo,Music,PRACTICAL_WORK,TP5,Ej1,3
Dana Blue,Chemistry,WRITTEN_EXAM,Examen Final,Ej4,1
Ivy Indigo,Mathematics,WRITTEN_EXAM,Segundo Parcial,Ej2,8
Olivia Red,Philosophy,ORAL_EXAM,Segundo Parcial,Ej1,5
Hank Black,Computer Science,FINAL_PRACTICAL_WORK,TP Final,Ej5,1
Grace Brown,Computer Science,PRACTICAL_WORK,TP6,Ej1,6
Mona Red,Statistics,WRITTEN_EXAM,Segundo Parcial,Ej3,9
Paul Teal,Biology,WRITTEN_EXAM,Examen Final,Ej3,7
Liam Green,Computer Science,FINAL_PRACTICAL_WORK,TP Final,Ej4,4
Nick Purple,Mathematics,WRITTEN_EXAM,Segundo Parcial,Ej5,8
Quincy Orange,Computer Science,FINAL_PRACTICAL_WORK,TP Final,Ej2,7
Mona Indigo,Mathematics,WRITTEN_EXAM,Examen Final,Ej2,9
Kelly Teal,Economics,WRITTEN_EXAM,Segundo Parcial,Ej1,3
Liam Purple,Computer Science,FINAL_PRACTICAL_WORK,TP Final,Ej1,9
Hank Orange,Economics,WRITTEN_EXAM,Segundo Parcial,Ej5,4
Rita Magenta,English,WRITTEN_EXAM,Segundo Parcial,Ej15,1
Mona Green,Chemistry,PRACTICAL_WORK,TP2,Ej2,1
Rita Black,Chemistry,WRITTEN_EXAM,Segundo Parcial,Ej6,2
Kelly White,Biology,WRITTEN_EXAM,Primer Parcial,Ej8,5
Charlie Azure,Biology,WRITTEN_EXAM,Examen Final,Ej2,5
Ivy Gray,Economics,WRITTEN_EXAM,Segundo Parcial,Ej3,1
Rita Beige,Biology,WRITTEN_EXAM,Primer Parcial,Ej10,6
Paul Beige,Mathematics,PRACTICAL_WORK,TP2,Ej1,8
Alice Cyan,History,WRITTEN_EXAM,Segundo Parcial,Ej1,8
Paul Red,Mathematics,WRITTEN_EXAM,Examen Final,Ej10,0
Olivia Orange,History,WRITTEN_EXAM,Segundo Parcial,Ej1,2
Charlie Brown,Psychology,ORAL_EXAM,Primer Parcial,Ej1,9
Jack Black,Chemistry,PRACTICAL_WORK,TP1,Ej3,2
Olivia Orange,Physics,PRACTICAL_WORK,TP2,Ej4,0
Rita Azure,English,WRITTEN_EXAM,Primer Parcial,Ej6,4
Nick Green,Biology,WRITTEN_EXAM,Primer Parcial,Ej1,9
Kelly Beige,Mathematics,PRACTICAL_WORK,TP1,Ej3,2
Jack Azure,Economics,WRITTEN_EXAM,Segundo Parcial,Ej7,9
Grace Indigo,Mathematics,WRITTEN_EXAM,Primer Parcial,Ej10,9
Liam Cyan,Art,PRACTICAL_WORK,TP7,Ej1,7
Jack Davis,Geography,PRACTICAL_WORK,TP4,Ej3,3
Eve Blue,Statistics,WRITTEN_EXAM,Primer Parcial,Ej10,4
Dana Magenta,Biology,WRITTEN_EXAM,Examen Final,Ej6,1
Alice Orange,Geography,WRITTEN_EXAM,Examen Final,Ej9,2
Hank Indigo,Mathematics,WRITTEN_EXAM,Segundo Parcial,Ej5,2
Grace Black,Geography,WRITTEN_EXAM,Examen Final,Ej7,0
Ivy Brown,Art,PRACTICAL_WORK,TP10,Ej1,1
Dana Cyan,Biology,WRITTEN_EXAM,Primer Parcial,Ej3,1
Rita Green,Biology,WRITTEN_EXAM,Segundo Parcial,Ej9,7
Olivia Johnson,English,WRITTEN_EXAM,Primer Parcial,Ej20,5
Jack Johnson,Mathematics,WRITTEN_EXAM,Primer Parcial,Ej5,8
Frank Brown,English,WRITTEN_EXAM,Primer Parcial,Ej17,3
Frank Violet,Physics,WRITTEN_EXAM,Examen Final,Ej4,7
Bob Teal,English,WRITTEN_EXAM,Primer Parcial,Ej1,8
Hank Gray,Mathematics,WRITTEN_EXAM,Primer Parcial,Ej2,6
Ivy Purple,Economics,WRITTEN_EXAM,Segundo Parcial,Ej6,9
Ivy Cyan,Mathematics,WRITTEN_EXAM,Segundo Parcial,Ej3,9
Olivia Yellow,Biology,WRITTEN_EXAM,Segundo Parcial,Ej3,2
Ivy Cyan,English,WRITTEN_EXAM,Segundo Parcial,Ej8,6
Sam Azure,Economics,WRITTEN_EXAM,Primer Parcial,Ej8,9
Olivia Cyan,Music,PRACTICAL_WORK,TP2,Ej1,5
Bob Green,English,WRITTEN_EXAM,Primer Parcial,Ej13,6
Charlie Magenta,Statistics,WRITTEN_EXAM,Examen Final,Ej6,2
Charlie Davis,Economics,WRITTEN_EXAM,Segundo Parcial,Ej9,8
Grace Cyan,Statistics,WRITTEN_EXAM,Examen Final,Ej2,3
Mona Green,Mathematics,WRITTEN_EXAM,Segundo Parcial,Ej9,2
Charlie White,English,WRITTEN_EXAM,Segundo Parcial,Ej12,10
Alice Gray,Geography,FINAL_PRACTICAL_WORK,TP3,Ej1,1
Sam Gray,Statistics,WRITTEN_EXAM,Examen Final,Ej5,3
Bob Blue,Art,PRACTICAL_WORK,TP5,Ej1,8
Grace Davis,Chemistry,WRITTEN_EXAM,Examen Final,Ej10,6
Eve Blue,Chemistry,WRITTEN_EXAM,Primer Parcial,Ej9,3
Eve Cyan,Physics,WRITTEN_EXAM,Segundo Parcial,Ej1,2
Alice Teal,Mathematics,WRITTEN_EXAM,Segundo Parcial,Ej8,6
Jack Azure,Biology,WRITTEN_EXAM,Examen Final,Ej6,7
Grace Black,Music,PRACTICAL_WORK,TP2,Ej1,6
Paul Green,Geography,WRITTEN_EXAM,Examen Final,Ej10,8
Charlie Green,Geography,PRACTICAL_WORK,TP2,Ej4,2
Rita White,Economics,WRITTEN_EXAM,Examen Final,Ej6,8
Mona White,Mathematics,PRACTICAL_WORK,TP2,Ej5,6
Hank Purple,Music,PRACTICAL_WORK,TP10,Ej1,4
Quincy White,Geography,WRITTEN_EXAM,Examen Final,Ej1,10
Nick Johnson,Physics,PRACTICAL_WORK,TP2,Ej3,1
Quincy Teal,English,WRITTEN_EXAM,Primer Parcial,Ej14,8
Rita Davis,Computer Science,PRACTICAL_WORK,TP7,Ej1,8
Nick Pink,Physics,PRACTICAL_WORK,TP2,Ej1,10
Frank Yellow,Mathematics,WRITTEN_EXAM,Examen Final,Ej7,5
Eve Azure,Mathematics,WRITTEN_EXAM,Segundo Parcial,Ej4,4
Ivy Violet,Statistics,WRITTEN_EXAM,Examen Final,Ej1,4
Alice Brown,Geography,WRITTEN_EXAM,Examen Final,Ej10,8
Frank White,Physics,PRACTICAL_WORK,TP1,Ej2,7
Dana Beige,Chemistry,WRITTEN_EXAM,Segundo Parcial,Ej6,6
Jack Black,Physics,PRACTICAL_WORK,TP1,Ej4,7
Jack White,Geography,PRACTICAL_WORK,TP4,Ej2,5
Olivia Purple,Mathematics,WRITTEN_EXAM,Primer Parcial,Ej7,5
Hank Cyan,Geography,PRACTICAL_WORK,TP4,Ej4,8
Ivy White,Chemistry,WRITTEN_EXAM,Primer Parcial,Ej2,1
Olivia Teal,Geography,WRITTEN_EXAM,Examen Final,Ej4,5
Kelly Brown,English,WRITTEN_EXAM,Primer Parcial,Ej6,7
Ivy Blue,Computer Science,PRACTICAL_WORK,TP2,Ej1,5
Eve Cyan,English,WRITTEN_EXAM,Primer Parcial,Ej18,8
Paul Red,Chemistry,WRITTEN_EXAM,Primer Parcial,Ej2,9
Eve Beige,Physics,FINAL_PRACTICAL_WORK,TP3,Ej4,3
Paul Yellow,Chemistry,WRITTEN_EXAM,Primer Parcial,Ej5,1
Sam Purple,Chemistry,WRITTEN_EXAM,Segundo Parcial,Ej4,1
Frank Gray,Chemistry,PRACTICAL_WORK,TP2,Ej1,6
Rita Azure,Physics,PRACTICAL_WORK,TP2,Ej1,4
Alice Davis,English,WRITTEN_EXAM,Segundo Parcial,Ej14,0
Liam Yellow,Mathematics,PRACTICAL_WORK,TP3,Ej4,8
Eve Black,Economics,WRITTEN_EXAM,Examen Final,Ej2,1
Mona Black,English,WRITTEN_EXAM,Primer Parcial,Ej18,4
Sam Teal,Sociology,ORAL_EXAM,Examen Final,Ej1,6
Dana Brown,Mathematics,WRITTEN_EXAM,Primer Parcial,Ej5,4
Nick Beige,Physics,WRITTEN_EXAM,Segundo Parcial,Ej2,6
Dana Gray,Geography,PRACTICAL_WORK,TP1,Ej5,4
Mona Black,Music,PRACTICAL_WORK,TP3,Ej1,6
Grace Blue,Physics,WRITTEN_EXAM,Primer Parcial,Ej10,6
Hank Azure,Chemistry,WRITTEN_EXAM,Primer Parcial,Ej9,10
Nick Davis,Chemistry,WRITTEN_EXAM,Segundo Parcial,Ej9,4
Paul Cyan,Physics,PRACTICAL_WORK,TP2,Ej3,4
Jack Cyan,Chemistry,WRITTEN_EXAM,Examen Final,Ej2,0
Charlie White,Mathematics,PRACTICAL_WORK,TP2,Ej2,2
Liam Purple,Economics,WRITTEN_EXAM,Segundo Parcial,Ej8,7
Liam Pink,Mathematics,WRITTEN_EXAM,Segundo Parcial,Ej2,4
Nick Cyan,Mathematics,WRITTEN_EXAM,Examen Final,Ej7,7
Nick White,Sociology,ORAL_EXAM,Segundo Parcial,Ej1,2
Sam Blue,Mathematics,WRITTEN_EXAM,Primer Parcial,Ej8,4
Grace Johnson,Geography,FINAL_PRACTICAL_WORK,TP3,Ej10,4
Nick Black,Mathematics,WRITTEN_EXAM,Segundo Parcial,Ej2,4
Alice Cyan,Geography,FINAL_PRACTICAL_WORK,TP3,Ej6,8
Sam Blue,Physics,WRITTEN_EXAM,Primer Parcial,Ej6,7
Eve Black,English,WRITTEN_EXAM,Primer Parcial,Ej14,4
Bob Cyan,Statistics,WRITTEN_EXAM,Examen Final,Ej7,0
Nick Azure,Mathematics,WRITTEN_EXAM,Segundo Parcial,Ej5,4
Eve Blue,Chemistry,WRITTEN_EXAM,Primer Parcial,Ej8,7
Rita Purple,Physics,WRITTEN_EXAM,Segundo Parcial,Ej3,1
Kelly White,Art,PRACTICAL_WORK,TP6,Ej1,3
Mona Brown,Chemistry,WRITTEN_EXAM,Examen Final,Ej1,8
Alice Pink,English,WRITTEN_EXAM,Primer Parcial,Ej9,10
Nick Orange,Geography,FINAL_PRACTICAL_WORK,TP3,Ej3,7
Hank Orange,Physics,FINAL_PRACTICAL_WORK,TP3,Ej3,4
Bob Gray,Biology,WRITTEN_EXAM,Primer Parcial,Ej1,3
Olivia Cyan,Mathematics,PRACTICAL_WORK,TP1,Ej1,7
Ivy Red,Biology,WRITTEN_EXAM,Segundo Parcial,Ej8,8
Mona Black,Chemistry,WRITTEN_EXAM,Primer Parcial,Ej9,8
Rita Brown,Mathematics,WRITTEN_EXAM,Examen Final,Ej3,2
Bob Brown,Chemistry,WRITTEN_EXAM,Examen Final,Ej6,9
Olivia Orange,Economics,WRITTEN_EXAM,Segundo Parcial,Ej2,5
Nick Azure,Economics,WRITTEN_EXAM,Examen Final,Ej5,1
Ivy Johnson,Physics,WRITTEN_EXAM,Examen Final,Ej9,9
Kelly Azure,Geography,PRACTICAL_WORK,TP1,Ej5,8
Kelly Purple,Physics,WRITTEN_EXAM,Segundo Parcial,Ej2,4
Sam Johnson,Physics,FINAL_PRACTICAL_WORK,TP3,Ej2,8
Dana Orange,Mathematics,PRACTICAL_WORK,TP3,Ej4,4
Bob Johnson,Economics,WRITTEN_EXAM,Examen Final,Ej9,6
Paul Orange,Physics,PRACTICAL_WORK,TP2,Ej3,4
Hank Johnson,Biology,WRITTEN_EXAM,Primer Parcial,Ej8,6
Alice Magenta,English,WRITTEN_EXAM,Segundo Parcial,Ej5,8
Bob Blue,Geography,PRACTICAL_WORK,TP4,Ej2,6
Kelly Red,English,WRITTEN_EXAM,Segundo Parcial,Ej15,7
Liam Azure,English,WRITTEN_EXAM,Segundo Parcial,Ej1,3
Sam Gray,Geography,PRACTICAL_WORK,TP4,Ej5,9
Kelly Yellow,English,WRITTEN_EXAM,Segundo Parcial,Ej1,1
Paul Orange,Statistics,WRITTEN_EXAM,Primer Parcial,Ej4,6
Ivy Teal,Chemistry,PRACTICAL_WORK,TP1,Ej2,8
Eve Johnson,Biology,WRITTEN_EXAM,Primer Parcial,Ej9,0
Charlie Indigo,Sociology,ORAL_EXAM,Primer Parcial,Ej1,1
Quincy Pink,English,WRITTEN_EXAM,Primer Parcial,Ej12,2
Kelly Magenta,Economics,WRITTEN_EXAM,Examen Final,Ej5,9
Kelly Violet,Statistics,WRITTEN_EXAM,Segundo Parcial,Ej2,6
Jack Indigo,Mathematics,WRITTEN_EXAM,Examen Final,Ej6,1
Nick Johnson,Mathematics,WRITTEN_EXAM,Examen Final,Ej10,7
Hank Cyan,Mathematics,PRACTICAL_WORK,TP3,Ej2,5
Rita Brown,English,WRITTEN_EXAM,Primer Parcial,Ej18,1
Sam Black,Mathematics,PRACTICAL_WORK,TP2,Ej1,7
Frank Teal,Psychology,ORAL_EXAM,Primer Parcial,Ej1,5
Nick Magenta,Psychology,ORAL_EXAM,Examen Final,Ej1,2
Paul Green,Mathematics,PRACTICAL_WORK,TP1,Ej5,6
Charlie Gray,Music,PRACTICAL_WORK,TP2,Ej1,8
Grace Orange,English,WRITTEN_EXAM,Primer Parcial,Ej18,3
Alice Violet,Geography,PRACTICAL_WORK,TP4,Ej4,6
Dana Red,Economics,WRITTEN_EXAM,Segundo Parcial,Ej10,7
Rita Red,Mathematics,PRACTICAL_WORK,TP2,Ej1,2
Mona Gray,Music,PRACTICAL_WORK,TP9,Ej1,4
Kelly Beige,Mathematics,WRITTEN_EXAM,Primer Parcial,Ej2,10
Rita Black,Physics,WRITTEN_EXAM,Primer Parcial,Ej5,7
Rita Brown,Physics,WRITTEN_EXAM,Primer Parcial,Ej3,9
Rita Orange,Statistics,WRITTEN_EXAM,Segundo Parcial,Ej7,5
Eve White,Physics,WRITTEN_EXAM,Primer Parcial,Ej8,0
Eve Beige,Mathematics,WRITTEN_EXAM,Segundo Parcial,Ej10,3
Eve White,Statistics,WRITTEN_EXAM,Primer Parcial,Ej9,6
Jack Green,Physics,PRACTICAL_WORK,TP1,Ej2,10
Quincy Violet,Chemistry,WRITTEN_EXAM,Primer Parcial,Ej2,8
Paul White,Physics,FINAL_PRACTICAL_WORK,TP3,Ej3,2
Liam Red,Statistics,WRITTEN_EXAM,Primer Parcial,Ej4,5
Charlie Black,Physics,PRACTICAL_WORK,TP1,Ej1,5
Nick Davis,Art,PRACTICAL_WORK,TP2,Ej1,9
Grace Cyan,Physics,WRITTEN_EXAM,Primer Parcial,Ej10,9
Grace Purple,Mathematics,WRITTEN_EXAM,Segundo Parcial,Ej4,6
Liam White,English,WRITTEN_EXAM,Segundo Parcial,Ej2,8
Paul Teal,Statistics,WRITTEN_EXAM,Segundo Parcial,Ej8,2
Mona Beige,English,WRITTEN_EXAM,Primer Parcial,Ej3,9
Bob Black,Statistics,WRITTEN_EXAM,Primer Parcial,Ej4,3
Bob Johnson,Economics,WRITTEN_EXAM,Examen Final,Ej7,2
Sam Azure,Art,PRACTICAL_WORK,TP9,Ej1,2
Kelly Cyan,Economics,WRITTEN_EXAM,Segundo Parcial,Ej9,0
Mona Azure,Physics,PRACTICAL_WORK,TP2,Ej3,4
Ivy Violet,Biology,WRITTEN_EXAM,Examen Final,Ej4,1
Rita Pink,Statistics,WRITTEN_EXAM,Segundo Parcial,Ej7,4
Rita White,Geography,FINAL_PRACTICAL_WORK,TP3,Ej4,3
Charlie Indigo,Geography,FINAL_PRACTICAL_WORK,TP3,Ej3,5
Nick Davis,English,WRITTEN_EXAM,Primer Parcial,Ej13,2
Grace Johnson,Geography,WRITTEN_EXAM,Examen Final,Ej10,8
Alice Davis,Physics,PRACTICAL_WORK,TP1,Ej5,4
Hank Purple,Economics,WRITTEN_EXAM,Segundo Parcial,Ej7,2
Alice Azure,Mathematics,PRACTICAL_WORK,TP3,Ej1,7
Kelly Orange,Biology,WRITTEN_EXAM,Primer Parcial,Ej9,2
Jack Azure,Mathematics,PRACTICAL_WORK,TP1,Ej4,4
Rita Black,Mathematics,WRITTEN_EXAM,Examen Final,Ej9,4
Jack Pink,Geography,PRACTICAL_WORK,TP3,Ej2,2
Paul Black,Biology,WRITTEN_EXAM,Segundo Parcial,Ej5,1
Liam Green,Physics,PRACTICAL_WORK,TP2,Ej3,2
Liam Magenta,English,WRITTEN_EXAM,Segundo Parcial,Ej13,3
Charlie Davis,Economics,WRITTEN_EXAM,Segundo Parcial,Ej8,3
Jack Magenta,English,WRITTEN_EXAM,Primer Parcial,Ej20,9
Rita Beige,Geography,WRITTEN_EXAM,Examen Final,Ej9,3
Bob Indigo,Geography,WRITTEN_EXAM,Examen Final,Ej8,2
Jack Green,Computer Science,PRACTICAL_WORK,TP3,Ej1,2
Bob Johnson,Geography,FINAL_PRACTICAL_WORK,TP3,Ej6,4
Olivia White,Art,FINAL_PRACTICAL_WORK,TP Final,Ej1,9
Nick Beige,Economics,WRITTEN_EXAM,Examen Final,Ej2,10
Jack Johnson,Economics,WRITTEN_EXAM,Primer Parcial,Ej5,4
Ivy Black,Geography,PRACTICAL_WORK,TP4,Ej1,9
Sam Beige,Mathematics,PRACTICAL_WORK,TP2,Ej2,7
Olivia Yellow,Geography,FINAL_PRACTICAL_WORK,TP3,Ej6,6
Bob Black,English,WRITTEN_EXAM,Segundo Parcial,Ej7,9
Paul Orange,Economics,WRITTEN_EXAM,Primer Parcial,Ej10,9
Grace Purple,English,WRITTEN_EXAM,Segundo Parcial,Ej16,4
Sam Orange,English,WRITTEN_EXAM,Primer Parcial,Ej12,1
Grace Black,Statistics,WRITTEN_EXAM,Primer Parcial,Ej6,6
Nick Orange,Computer Science,PRACTICAL_WORK,TP3,Ej1,3
Dana Teal,Mathematics,PRACTICAL_WORK,TP2,Ej4,8
Alice Pink,Mathematics,PRACTICAL_WORK,TP1,Ej3,6
Bob Blue,Mathematics,WRITTEN_EXAM,Primer Parcial,Ej8,3
Olivia Violet,English,WRITTEN_EXAM,Primer Parcial,Ej2,4
Sam Indigo,Physics,WRITTEN_EXAM,Examen Final,Ej5,9
Olivia Brown,Statistics,WRITTEN_EXAM,Primer Parcial,Ej3,9
Ivy Pink,English,WRITTEN_EXAM,Primer Parcial,Ej3,6
Kelly Magenta,Economics,WRITTEN_EXAM,Examen Final,Ej4,5
Eve Gray,Geography,FINAL_PRACTICAL_WORK,TP3,Ej7,2
Grace Indigo,English,WRITTEN_EXAM,Primer Parcial,Ej20,6
Liam Cyan,Physics,WRITTEN_EXAM,Primer Parcial,Ej5,2
Hank Gray,Physics,WRITTEN_EXAM,Segundo Parcial,Ej5,0
Ivy Orange,Mathematics,WRITTEN_EXAM,Primer Parcial,Ej6,2
Frank Cyan,Economics,WRITTEN_EXAM,Examen Final,Ej1,8
Charlie Gray,English,WRITTEN_EXAM,Segundo Parcial,Ej4,2
Charlie Cyan,Chemistry,WRITTEN_EXAM,Primer Parcial,Ej8,9
Hank Azure,Chemistry,WRITTEN_EXAM,Examen Final,Ej3,6
Quincy Green,Statistics,WRITTEN_EXAM,Primer Parcial,Ej5,7
Kelly Indigo,Mathematics,WRITTEN_EXAM,Segundo Parcial,Ej1,6
Alice Pink,Economics,WRITTEN_EXAM,Segundo Parcial,Ej2,9
Grace Violet,Biology,WRITTEN_EXAM,Examen Final,Ej8,5
Liam Orange,Economics,WRITTEN_EXAM,Primer Parcial,Ej4,4
Grace Beige,Economics,WRITTEN_EXAM,Primer Parcial,Ej8,3
Olivia Magenta,Mathematics,WRITTEN_EXAM,Primer Parcial,Ej2,7
Mona White,Chemistry,WRITTEN_EXAM,Primer Parcial,Ej7,5
Paul Davis,English,WRITTEN_EXAM,Primer Parcial,Ej3,4
Ivy Orange,Statistics,WRITTEN_EXAM,Primer Parcial,Ej3,5
Grace Purple,Economics,WRITTEN_EXAM,Segundo Parcial,Ej2,1
Quincy Violet,English,WRITTEN_EXAM,Segundo Parcial,Ej8,3
Dana Violet,English,WRITTEN_EXAM,Primer Parcial,Ej3,4
Dana Pink,Psychology,ORAL_EXAM,Segundo Parcial,Ej1,0
Frank Yellow,English,WRITTEN_EXAM,Primer Parcial,Ej19,3
Ivy Cyan,Art,PRACTICAL_WORK,TP4,Ej1,7
Hank Purple,Statistics,WRITTEN_EXAM,Examen Final,Ej1,2
Rita Green,Physics,WRITTEN_EXAM,Primer Parcial,Ej1,9
Dana Indigo,Psychology,ORAL_EXAM,Examen Final,Ej1,3
Mona Red,Geography,FINAL_PRACTICAL_WORK,TP3,Ej10,5
Frank Teal,Biology,WRITTEN_EXAM,Examen Final,Ej4,7
Ivy Teal,Physics,WRITTEN_EXAM,Examen Final,Ej2,9
Liam Beige,English,WRITTEN_EXAM,Primer Parcial,Ej3,5
Dana Brown,Mathematics,PRACTICAL_WORK,TP3,Ej2,7
Ivy Purple,Sociology,ORAL_EXAM,Segundo Parcial,Ej1,2
Nick Cyan,Physics,FINAL_PRACTICAL_WORK,TP3,Ej5,0
Rita Azure,Computer Science,PRACTICAL_WORK,TP8,Ej1,8
Frank Davis,Geography,FINAL_PRACTICAL_WORK,TP3,Ej1,5
Eve Green,English,WRITTEN_EXAM,Primer Parcial,Ej4,8
Hank Cyan,Economics,WRITTEN_EXAM,Primer Parcial,Ej7,1
Charlie Orange,Physics,WRITTEN_EXAM,Examen Final,Ej9,10
Ivy Beige,Mathematics,WRITTEN_EXAM,Primer Parcial,Ej10,6
Mona Magenta,Mathematics,PRACTICAL_WORK,TP2,Ej1,8
Liam Brown,English,WRITTEN_EXAM,Segundo Parcial,Ej8,2
Frank Violet,Physics,FINAL_PRACTICAL_WORK,TP3,Ej4,2
Dana White,Statistics,WRITTEN_EXAM,Examen Final,Ej5,4
Paul Black,English,WRITTEN_EXAM,Segundo Parcial,Ej10,4
Olivia Violet,Mathematics,WRITTEN_EXAM,Examen Final,Ej4,10
Olivia Black,Mathematics,WRITTEN_EXAM,Segundo Parcial,Ej7,0
Bob Gray,Biology,WRITTEN_EXAM,Examen Final,Ej3,0
Kelly Yellow,Physics,WRITTEN_EXAM,Primer Parcial,Ej4,6
Grace Magenta,Mathematics,PRACTICAL_WORK,TP1,Ej2,6
Kelly Blue,Computer Science,FINAL_PRACTICAL_WORK,TP Final,Ej5,1
Bob Pink,Computer Science,PRACTICAL_WORK,TP5,Ej1,1
Eve Azure,Mathematics,PRACTICAL_WORK,TP3,Ej1,8
Ivy Blue,Physics,PRACTICAL_WORK,TP1,Ej3,9
Rita Purple,Biology,WRITTEN_EXAM,Segundo Parcial,Ej10,6
Frank Gray,Art,PRACTICAL_WORK,TP1,Ej1,0
Ivy Yellow,Economics,WRITTEN_EXAM,Primer Parcial,Ej9,5
Alice Cyan,Mathematics,WRITTEN_EXAM,Primer Parcial,Ej5,3
Frank Indigo,Physics,WRITTEN_EXAM,Primer Parcial,Ej1,4
Frank Violet,Chemistry,WRITTEN_EXAM,Examen Final,Ej5,6
Dana Cyan,Music,PRACTICAL_WORK,TP2,Ej1,4
Kelly Blue,Computer Science,PRACTICAL_WORK,TP3,Ej1,8
Liam Gray,Geography,FINAL_PRACTICAL_WORK,TP3,Ej4,5
Hank Blue,Mathematics,WRITTEN_EXAM,Examen Final,Ej6,7
Rita Purple,English,WRITTEN_EXAM,Primer Parcial,Ej18,9
Ivy Magenta,Economics,WRITTEN_EXAM,Segundo Parcial,Ej4,5
Kelly Purple,Physics,WRITTEN_EXAM,Primer Parcial,Ej6,3
Eve Johnson,Geography,PRACTICAL_WORK,TP4,Ej1,6
Grace Green,Geography,FINAL_PRACTICAL_WORK,TP3,Ej2,1
Ivy Brown,Geography,PRACTICAL_WORK,TP4,Ej3,5
Frank Yellow,Physics,WRITTEN_EXAM,Primer Parcial,Ej5,1
Alice White,English,WRITTEN_EXAM,Primer Parcial,Ej15,10
Charlie Green,English,WRITTEN_EXAM,Primer Parcial,Ej8,8
Rita Magenta,Statistics,WRITTEN_EXAM,Primer Parcial,Ej10,6
Charlie Cyan,Statistics,WRITTEN_EXAM,Primer Parcial,Ej1,7
Jack Green,Geography,FINAL_PRACTICAL_WORK,TP3,Ej5,7
Quincy Teal,Music,PRACTICAL_WORK,TP4,Ej1,0
Kelly White,Mathematics,WRITTEN_EXAM,Primer Parcial,Ej1,1
Kelly Blue,Chemistry,PRACTICAL_WORK,TP1,Ej3,9
Hank Gray,Chemistry,PRACTICAL_WORK,TP2,Ej3,4
Frank Beige,Geography,WRITTEN_EXAM,Examen Final,Ej10,4
Olivia Johnson,Mathematics,PRACTICAL_WORK,TP3,Ej5,7
Hank Gray,Chemistry,WRITTEN_EXAM,Examen Final,Ej2,5
Olivia Azure,Statistics,WRITTEN_EXAM,Examen Final,Ej4,3
Sam Orange,Economics,WRITTEN_EXAM,Segundo Parcial,Ej4,9
Quincy Black,Geography,PRACTICAL_WORK,TP1,Ej4,8
Mona Gray,Biology,WRITTEN_EXAM,Primer Parcial,Ej9,4
Dana Purple,Chemistry,PRACTICAL_WORK,TP2,Ej1,7
Charlie Orange,Music,PRACTICAL_WORK,TP7,Ej1,3
Bob Johnson,English,WRITTEN_EXAM,Primer Parcial,Ej2,8
Jack Davis,Physics,PRACTICAL_WORK,TP2,Ej1,5
Hank Brown,Mathematics,WRITTEN_EXAM,Primer Parcial,Ej7,9
Grace Black,Geography,PRACTICAL_WORK,TP1,Ej5,5
Grace Teal,English,WRITTEN_EXAM,Segundo Parcial,Ej6,1
Paul Black,Mathematics,WRITTEN_EXAM,Primer Parcial,Ej7,7
Ivy Red,Physics,WRITTEN_EXAM,Primer Parcial,Ej6,10
Ivy Beige,Mathematics,WRITTEN_EXAM,Segundo Parcial,Ej5,10
Eve Black,Computer Science,PRACTICAL_WORK,TP5,Ej1,2
Alice Cyan,Economics,WRITTEN_EXAM,Primer Parcial,Ej2,7
Paul Yellow,Music,PRACTICAL_WORK,TP10,Ej1,5
Charlie Brown,Physics,WRITTEN_EXAM,Primer Parcial,Ej7,4
Alice Brown,Mathematics,WRITTEN_EXAM,Primer Parcial,Ej10,3
Jack White,Mathematics,WRITTEN_EXAM,Primer Parcial,Ej10,0
Ivy Azure,Biology,WRITTEN_EXAM,Examen Final,Ej6,3
Paul Black,Music,PRACTICAL_WORK,TP1,Ej1,3
Charlie Beige,Chemistry,PRACTICAL_WORK,TP1,Ej3,0
Kelly Teal,Music,PRACTICAL_WORK,TP5,Ej1,1
Dana Black,English,WRITTEN_EXAM,Primer Parcial,Ej6,6
Liam Violet,English,WRITTEN_EXAM,Primer Parcial,Ej1,4
Kelly Black,Mathematics,WRITTEN_EXAM,Examen Final,Ej8,7
Rita Azure,Mathematics,PRACTICAL_WORK,TP2,Ej4,1
Hank Teal,Physics,WRITTEN_EXAM,Examen Final,Ej2,8
